10	40000	39560000	41680000	133797422	133797422
11	120000	50840000	54520000	135086622	135086622
12	1	53680000	54000000	133275309	133275309
13	0	0	18520000	114364328	114364328
14	0	0	16000000	107043718	107043718
15	0	0	19760000	101991189	101991189
16	1	18160000	18760000	90120000	90338345
17	40000	22760000	26600000	83257441	83257441
18	1	15440000	20920000	80373285	80373285
19	240000	24440000	27360000	58617616	58617616
1	800000	125120000	143520000	248956422	248956422
20	40000	26400000	28520000	64444167	64444167
21	0	0	9720000	46709983	46709983
22	0	0	15920000	50818468	50818468
2	1	90240000	94480000	242193529	242193529
3	1	91560000	93440000	198295559	198295559
4	1	49240000	51800000	190040000	190214555
5	1	46400000	49560000	181320000	181538259
6	120000	58480000	60200000	170640000	170805979
7	40000	58120000	60920000	159345973	159345973
8	200000	63160000	63240000	145138636	145138636
9	40000	39600000	40840000	138200000	138394717
X	240000	58560000	62480000	156040895	156040895
