10	40000	39560000	41680000	133797422	133797422
11	160000	50840000	54520000	135086622	135086622
12	1	34880000	37240000	133275309	133275309
13			18640000	114364328	114364328
14			18640000	107043718	107043718
15			26880000	101991189	101991189
16	1	18200000	18760000	90120000	90338345
17	80000	22760000	26600000	83257441	83257441
18	40000	15440000	20920000	80373285	80373285
19	200000	24440000	27240000	58617616	58617616
1	800000	125080000	143520000	248956422	248956422
20	40000	26400000	28520000	64444167	64444167
21			13800000	46709983	46709983
22			16000000	50818468	50818468
2	1	90000000	94480000	242193529	242193529
3	1	91560000	93720000	198295559	198295559
4	1	49080000	51800000	190214555	190214555
5	1	46440000	50120000	181320000	181538259
6	120000	58480000	60200000	170640000	170805979
7	40000	58120000	60960000	159345973	159345973
8	200000	60400000	60640000	145138636	145138636
9	1	39600000	68320000	138394717	138394717
X	240000	58560000	62480000	156040895	156040895
