10	80000	39519999	41720000	132239999	133797422
11	92000	50799999	54560000	135046999	135086622
12	40000	34679999	37280000	133235999	133275309
13	0	0	18540000	113799999	114364328
14	0	0	18680000	106199999	107043718
15	0	0	22555000	101319999	101991189
16	40000	18215999	18800000	90079999	90338345
17	80000	22719999	26640000	82799999	83257441
18	80000	15399999	20960000	79719999	80373285
19	280000	24399999	27280000	57439999	58617616
1	762000	125131999	145520000	247639999	248956422
20	80000	26359999	28685000	64319999	64444167
21	0	0	13169000	46199999	46709983
22	0	0	16040000	50319999	50818468
2	40000	89881999	94464000	241399999	242193529
3	40000	91519999	93720000	198159999	198295559
4	40000	49296999	51840000	189999999	190214555
5	40000	46399999	50160000	181279999	181538259
6	160000	58439999	60240000	170599999	170805979
7	40000	58079999	60935000	158679999	159345973
8	94000	60359999	60439000	144480999	145138636
9	40000	39188999	68360000	138159999	138394717
X	280000	58519999	62520000	154919999	156040895
