10	40000	39080000	42400000	135534747	135534747
11	40000	38920000	39920000	135006516	135006516
12	40000	34880000	37840000	133851895	133851895
13	0	0	19000000	115169878	115169878
14	0	0	19360000	107349540	107349540
15	0	0	20360000	102531392	102531392
16	40000	35320000	46440000	90354753	90354753
17	1	22280000	25240000	81195210	81195210
18	1	15440000	18480000	78077248	78077248
19	40000	24640000	27720000	59128983	59128983
1	640000	121520000	142520000	249250621	249250621
20	40000	26320000	29400000	63025520	63025520
21	0	0	9400000	48129895	48129895
22	0	0	16040000	51304566	51304566
2	1	92360000	95320000	243199373	243199373
3	40000	90520000	93480000	198022430	198022430
4	1	49640000	52680000	191154276	191154276
5	1	46440000	49440000	180915260	180915260
6	120000	58800000	61880000	171115067	171115067
7	1	58080000	61040000	159138663	159138663
8	40000	43840000	46840000	146364022	146364022
9	1	39280000	66440000	141213431	141213431
X	2680000	58560000	61720000	154960000	155270560
