10	50000	39175000	42350000	135534747	135534747
11	225000	40350000	41475000	135006516	135006516
12	50000	34875000	37850000	133851895	133851895
13	0	0	19000000	115169878	115169878
14	0	0	19000000	107349540	107349540
15	0	0	20000000	102531392	102531392
16	50000	35300000	46375000	90175000	90354753
17	1	22250000	25250000	81195210	81195210
18	1	15425000	18500000	78077248	78077248
19	225000	24625000	27725000	59128983	59128983
1	700000	120700000	143975000	249250621	249250621
20	50000	26325000	29400000	63025520	63025520
21	0	0	9825000	48129895	48129895
22	0	0	16825000	51304566	51304566
2	1	92200000	95325000	243100000	243199373
3	50000	90525000	93500000	197900000	198022430
4	1	49250000	52675000	190925000	191154276
5	1	46425000	49425000	180700000	180915260
6	250000	58350000	61875000	170925000	171115067
7	1	58075000	61500000	159138663	159138663
8	150000	43825000	46850000	146364022	146364022
9	1	68450000	69800000	141213431	141213431
X	150000	58575000	61700000	155270560	155270560
